Title,Opponent,Competition,Venue,Home/Away/Neutral,Day,Month,Year,Tag Season,Score (Rangers First),Win/Lose/Draw,Referee:,Crowd,Manager,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22
Clyde v Rangers 13 October 1997,Clyde,Challenge Match,Broadwood Stadium,Away,13,October,1997,1997 - 98,5-2,Win,unknown - to be confirmed,2000,Walter Smith,Michael Rae,Scott Wilson,Gary Bollan,Gordan Petric,Steven Boyack,Jonathon Johansson,Barry Ferguson,Ian Durrant,Ally McCoist,Eric Bo Andersen,Peter Van Vossen,Michael Stone,Barry Nicholson,David Graham,,,,,,,,
Rangers v Dunfermline Athletic 18 October 1997,Dunfermline Athletic,League,Ibrox Stadium,Home,18,October,1997,1997 - 98,7-0,Win,M McCurry (Glasgow),49696,Walter Smith,Andy Goram,Charlie Miller,Staale Stensaas,Richard Gough,Sergio Porrini,Joachim Bjorklund,Rino Gattuso,Paul Gascoigne,Marco Negri,Stuart McCall,Brian Laudrup,,,,,,,,,,,
Dundee Utd v Rangers 25 October 1997,Dundee Utd,League,Tannadice,Away,25,October,1997,1997 - 98,1-2,Lose,J McCluskey (Stewarton),12501,Walter Smith,Andy Goram,Charlie Miller,Staale Stensaas,Richard Gough,Gordan Petric,Joachim Bjorklund,Rino Gattuso,Paul Gascoigne,Marco Negri,Stuart McCall,Brian Laudrup,Gordon Durie,Tony Vidmar,,,,,,,,,
Rangers v Kilmarnock 1 November 1997,Kilmarnock,League,Ibrox Stadium,Home,1,November,1997,1997 - 98,4-1,Win,W Young (Clarkston),49413,Walter Smith,Andy Goram,Tony Vidmar,Staale Stensaas,Stuart McCall,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Marco Negri,Rino Gattuso,Brian Laudrup,Gordon Durie,Charlie Miller,Jorge Albertz,,,,,,,,
Rangers v Celtic 8 November 1997,Celtic,League,Ibrox Stadium,Home,8,November,1997,1997 - 98,1-0,Win,K Clark (Paisley),50082,Walter Smith,Andy Goram,Stuart McCall,Alec Cleland,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Marco Negri,Rino Gattuso,Brian Laudrup,Gordon Durie,Jorge Albertz,,,,,,,,,
Aberdeen v Rangers 15 November 1997,Aberdeen,League,Pittodrie,Away,15,November,1997,1997 - 98,1-1,Draw,H Dallas (Bonkle),18117,Walter Smith,Andy Goram,Alec Cleland,Staale Stensaas,Richard Gough,Joachim Bjorklund,Rino Gattuso,Jonas Thern,Stuart McCall,Marco Negri,Jorge Albertz,Brian Laudrup,Gordon Durie,Ally McCoist,,,,,,,,,
Celtic v Rangers 19 November 1997,Celtic,League,Parkhead,Away,19,November,1997,1997 - 98,1-1,Draw,J Rowbotham (Kirkcaldy),49427,Walter Smith,Andy Goram,Stuart McCall,Alec Cleland,Richard Gough,Jonas Thern,Joachim Bjorklund,Gordon Durie,Paul Gascoigne,Marco Negri,Jorge Albertz,Rino Gattuso,Staale Stensaas,Ally McCoist,,,,,,,,,
Motherwell v Rangers 22 November 1997,Motherwell,League,Fir Park,Away,22,November,1997,1997 - 98,1-1,Draw,E Martindale (Newlands),12018,Walter Smith,Andy Goram,Stuart McCall,Alec Cleland,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Ian Ferguson,Marco Negri,Ally McCoist,Jorge Albertz,Ian Durrant,Staale Stensaas,Jonathon Johansson,,,,,,,,
Rangers v St Johnstone 29 November 1997,St Johnstone,League,Ibrox Stadium,Home,29,November,1997,1997 - 98,3-2,Win,K Hope (Clarkston),49142,Walter Smith,Andy Goram,Stuart McCall,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Marco Negri,Rino Gattuso,Brian Laudrup,Gordon Durie,Staale Stensaas,Alec Cleland,,,,,,,,
Rangers v Hibs 7 December 1997,Hibs,League,Ibrox Stadium,Home,7,December,1997,1997 - 98,1-0,Win,K Clark (Paisley),48070,Walter Smith,Andy Goram,Alec Cleland,Staale Stensaas,Richard Gough,Stuart McCall,Joachim Bjorklund,Jonas Thern,Jorge Albertz,Marco Negri,Rino Gattuso,Gordon Durie,Barry Ferguson,Ian Durrant,,,,,,,,,
Dunfermline Athletic v Rangers 13 December 1997,Dunfermline Athletic,League,East End Park,Away,13,December,1997,1997 - 98,0-0,Draw,W Simpson,12443,Walter Smith,Theo Snelders,Alec Cleland,Staale Stensaas,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Stuart McCall,Marco Negri,Rino Gattuso,Gordon Durie,Gary Bollan,Ian Durrant,,,,,,,,,
Ross County v Rangers 16 December 1997,Ross County,Challenge Match,Victoria Park,Away,16,December,1997,1997 - 98,3-2,Win,unknown - to be confirmed,4278,Walter Smith,Michael Rae,Stephen Wright,Gary Bollan,Gordan Petric,Scott Wilson,Ian Ferguson,Steven Boyack,Barry Ferguson,Jonathon Johansson,Ian Durrant,Darren Fitzgerald,Paul McKnight,David Graham,,,,,,,,,
Hearts v Rangers 20 December 1997,Hearts,League,Tynecastle Stadium,Away,20,December,1997,1997 - 98,5-2,Win,H Dallas (Bonkle),17092,Walter Smith,Theo Snelders,Alec Cleland,Staale Stensaas,Stuart McCall,Sergio Porrini,Joachim Bjorklund,Gordon Durie,Ian Ferguson,Marco Negri,Rino Gattuso,Jorge Albertz,Brian Laudrup,,,,,,,,,,
Rangers v Dundee Utd 27 December 1997,Dundee Utd,League,Ibrox Stadium,Home,27,December,1997,1997 - 98,4-1,Win,S Dougal (Burnside),50017,Walter Smith,Theo Snelders,Alec Cleland,Staale Stensaas,Stuart McCall,Sergio Porrini,Joachim Bjorklund,Barry Ferguson,Ian Ferguson,Marco Negri,Jorge Albertz,Brian Laudrup,Ian Durrant,Ally McCoist,Tony Vidmar,,,,,,,,
Celtic v Rangers 2 January 1998,Celtic,League,Parkhead,Away,2,January,1998,1997 - 98,0-2,Lose,H Dallas (Bonkle),49396,Walter Smith,Andy Goram,Stuart McCall,Alec Cleland,Richard Gough,Sergio Porrini,Jorge Albertz,Jonas Thern,Ian Ferguson,Marco Negri,Rino Gattuso,Brian Laudrup,Gordon Durie,Paul Gascoigne,,,,,,,,,
Rangers v Aberdeen 10 January 1998,Aberdeen,League,Ibrox Stadium,Home,10,January,1998,1997 - 98,2-0,Win,K Clark (Paisley),49502,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Barry Ferguson,Gordon Durie,Stuart McCall,Brian Laudrup,,,,,,,,,,,
Rangers v Motherwell 17 January 1998,Motherwell,League,Ibrox Stadium,Home,17,January,1998,1997 - 98,1-0,Win,W Young (Clarkston),49443,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Gordon Durie,Stuart McCall,Barry Ferguson,Tony Vidmar,Jonathon Johansson,,,,,,,,,
Hamilton Acas v Rangers 24 January 1998,Hamilton Acas,Scottish Cup,Fir Park,Away,24,January,1998,1997 - 98,2-1,Win,S Dougal (Burnside),11915,Walter Smith,Andy Goram,Alec Cleland,Staale Stensaas,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Gordon Durie,Barry Ferguson,Brian Laudrup,Jorge Albertz,Jonathon Johansson,Stuart McCall,,,,,,,,
St Johnstone v Rangers 31 January 1998,St Johnstone,League,McDiarmid Park,Away,31,January,1998,1997 - 98,0-2,Lose,J McCluskey (Stewarton),10441,Walter Smith,Andy Goram,Stuart McCall,Tony Vidmar,Richard Gough,Sergio Porrini,Joachim Bjorklund,Rino Gattuso,Barry Ferguson,Gordon Durie,Jorge Albertz,Brian Laudrup,Paul Gascoigne,Jonathon Johansson,Craig Moore,,,,,,,,
Rangers v Dunfermline Athletic 7 February 1998,Dunfermline Athletic,League,Ibrox Stadium,Home,7,February,1998,1997 - 98,1-1,Draw,J Herald (Newton Mearns),49019,Walter Smith,Antti Niemi,Tony Vidmar,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Rino Gattuso,Paul Gascoigne,Marco Negri,Stuart McCall,Brian Laudrup,Gordon Durie,,,,,,,,,,
Motherwell v Rangers 14 February 1998,Motherwell,Scottish Cup,Fir Park,Away,14,February,1998,1997 - 98,2-2,Draw,M McCurry (Glasgow),12602,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Gordon Durie,Paul Gascoigne,Marco Negri,Stuart McCall,Rino Gattuso,Jonathon Johansson,Ian Ferguson,,,,,,,,,
Rangers v Motherwell 17 February 1998,Motherwell,Scottish Cup,Ibrox Stadium,Home,17,February,1998,1997 - 98,3-0,Win,M McCurry (Glasgow),42043,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Craig Moore,Joachim Bjorklund,Ian Ferguson,Barry Ferguson,Marco Negri,Gordon Durie,Brian Laudrup,Stuart McCall,Paul Gascoigne,Seb Rozental,,,,,,,,
Hibs v Rangers 21 February 1998,Hibs,League,Easter Road,Away,21,February,1998,1997 - 98,2-1,Win,H Dallas (Bonkle),13968,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Barry Ferguson,Ian Ferguson,Marco Negri,Gordon Durie,Brian Laudrup,Paul Gascoigne,Stuart McCall,,,,,,,,,
Kilmarnock v Rangers 24 February 1998,Kilmarnock,League,Rugby Park,Away,24,February,1998,1997 - 98,1-1,Draw,R Orr (Kilbarchan),15931,Walter Smith,Andy Goram,Craig Moore,Barry Ferguson,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Marco Negri,Seb Rozental,Brian Laudrup,Gordon Durie,Tony Vidmar,Jonathon Johansson,,,,,,,,
Rangers v Hearts 28 February 1998,Hearts,League,Ibrox Stadium,Home,28,February,1998,1997 - 98,2-2,Draw,K Clark (Paisley),50046,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Paul Gascoigne,Marco Negri,Stuart McCall,Brian Laudrup,Jonathon Johansson,Seb Rozental,,,,,,,,,
Rangers v Liverpool 3 March 1998,Liverpool,Challenge Match,Ibrox Stadium,Home,3,March,1998,1997 - 98,1-0,Win,J McCluskey (Stewarton),50009,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Craig Moore,Seb Rozental,Stuart McCall,Ally McCoist,Ian Durrant,Jonathon Johansson,Gordan Petric,Rino Gattuso,Antti Niemi,Marco Negri,Charlie Miller,,,,,,
Rangers v Dundee 9 March 1998,Dundee,Scottish Cup,Ibrox Stadium,Home,9,March,1998,1997 - 98,0-0,Draw,J McCluskey (Stewarton),40309,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Gordan Petric,Sergio Porrini,Joachim Bjorklund,Jonas Thern,Stuart McCall,Marco Negri,Barry Ferguson,Jonathon Johansson,Craig Moore,Seb Rozental,Ally McCoist,,,,,,,,
Motherwell v Rangers 14 March 1998,Motherwell,League,Fir Park,Away,14,March,1998,1997 - 98,1-2,Lose,R Tait (East Kilbride),11779,Walter Smith,Andy Goram,Rino Gattuso,Alec Cleland,Craig Moore,Gordan Petric,Joachim Bjorklund,Jonas Thern,Ally McCoist,Marco Negri,Jorge Albertz,Jonathon Johansson,Peter Van Vossen,Ian Durrant,,,,,,,,,
Dundee v Rangers 18 March 1998,Dundee,Scottish Cup,Dens Park,Away,18,March,1998,1997 - 98,2-1,Win,J McCluskey (Stewarton),12418,Walter Smith,Andy Goram,Alec Cleland,Tony Vidmar,Richard Gough,Gordan Petric,Craig Moore,Stuart McCall,Ally McCoist,Marco Negri,Ian Durrant,Rino Gattuso,,,,,,,,,,,
Rangers v St Johnstone 21 March 1998,St Johnstone,League,Ibrox Stadium,Home,21,March,1998,1997 - 98,2-1,Win,G Simpson (Westhill),48486,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Craig Moore,Gordan Petric,Joachim Bjorklund,Jonas Thern,Ally McCoist,Marco Negri,Stuart McCall,Ian Durrant,Brian Laudrup,Rino Gattuso,Paul Gascoigne,,,,,,,,
Dunfermline Athletic v Rangers 28 March 1998,Dunfermline Athletic,League,East End Park,Away,28,March,1998,1997 - 98,3-2,Win,A Roy (Aberdeen),11531,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Sergio Porrini,Gordan Petric,Jonas Thern,Ally McCoist,Marco Negri,Stuart McCall,Brian Laudrup,Rino Gattuso,,,,,,,,,,
Alloa Athletic v Rangers 31 March 1998,Alloa Athletic,Challenge Match,Recreation Park,Away,31,March,1998,1997 - 98,5-0,Win,unknown - to be confirmed,1000,Walter Smith,Theo Snelders,Tony Vidmar,Staale Stensaas,Scott Wilson,Barry Nicholson,John Brown,Jonathon Johansson,Ian Ferguson,Paul McKnight,David Graham,Peter Van Vossen,Darren Fitzgerald,Luigi Riccio,,,,,,,,,
Rangers v Hibs 1 April 1998,Hibs,League,Ibrox Stadium,Home,1,April,1998,1997 - 98,3-0,Win,M McCurry (Glasgow),48488,Walter Smith,Antti Niemi,Alec Cleland,Jorge Albertz,Richard Gough,Gordan Petric,Craig Moore,Jonas Thern,Ally McCoist,Marco Negri,Stuart McCall,Brian Laudrup,Rino Gattuso,Gordon Durie,Ian Durrant,,,,,,,,
Celtic v Rangers 5 April 1998,Celtic,Scottish Cup,Parkhead,Away,5,April,1998,1997 - 98,2-1,Win,J McCluskey (Stewarton),48000,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Gordan Petric,Joachim Bjorklund,Jonas Thern,Ally McCoist,Rino Gattuso,Stuart McCall,Brian Laudrup,Lorenzo Amoruso,Gordon Durie,,,,,,,,,
Rangers v Celtic 12 April 1998,Celtic,League,Ibrox Stadium,Home,12,April,1998,1997 - 98,2-0,Win,H Dallas (Bonkle),50042,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Lorenzo Amoruso,Joachim Bjorklund,Jonas Thern,Ally McCoist,Gordon Durie,Stuart McCall,Brian Laudrup,Rino Gattuso,,,,,,,,,,
Aberdeen v Rangers 19 April 1998,Aberdeen,League,Pittodrie,Away,19,April,1998,1997 - 98,0-1,Lose,W Young (Clarkston),17981,Walter Smith,Andy Goram,Alec Cleland,Jorge Albertz,Richard Gough,Lorenzo Amoruso,Joachim Bjorklund,Jonas Thern,Ally McCoist,Gordon Durie,Stuart McCall,Brian Laudrup,Rino Gattuso,Marco Negri,Craig Moore,,,,,,,,
Hearts v Rangers 25 April 1998,Hearts,League,Tynecastle Stadium,Away,25,April,1998,1997 - 98,3-0,Win,J McCluskey (Stewarton),17416,Walter Smith,Antti Niemi,Alec Cleland,Staale Stensaas,Richard Gough,Craig Moore,Joachim Bjorklund,Jonas Thern,Rino Gattuso,Gordon Durie,Jorge Albertz,Brian Laudrup,Ian Ferguson,Stuart McCall,Ally McCoist,,,,,,,,
Rangers v Sheffield Wednesday 28 April 1998,Sheffield Wednesday,Challenge Match,Ibrox Stadium,Home,28,April,1998,1997 - 98,2-2,Draw,E Martindale (Newlands),26046,Walter Smith,Antti Niemi,Craig Moore,Staale Stensaas,Lorenzo Amoruso,John Brown,Charlie Miller,Gordon Durie,Stuart McCall,Ally McCoist,Ian Durrant,Brian Laudrup,Theo Snelders,Jorge Albertz,Alec Cleland,Marco Negri,Alan McLaren,Derek McInnes,Barry Ferguson,,,,
Rangers v Kilmarnock 2 May 1998,Kilmarnock,League,Ibrox Stadium,Home,2,May,1998,1997 - 98,0-1,Lose,R Tait (East Kilbride),50116,Walter Smith,Antti Niemi,Alec Cleland,Sergio Porrini,Richard Gough,Lorenzo Amoruso,Joachim Bjorklund,Stuart McCall,Rino Gattuso,Gordon Durie,Jorge Albertz,Brian Laudrup,Ally McCoist,Ian Ferguson,Ian Durrant,,,,,,,,
Gretna v Rangers 6 May 1998,Gretna,Challenge Match,Raydale Park,Away,6,May,1998,1997 - 98,1-0,Win,unknown - to be confirmed,800,Walter Smith,Michael Rae,Barry Nicholson,Luigi Riccio,Scott Wilson,Gordan Petric,Tony Vidmar,Derek McInnes,Barry Ferguson,Darren Fitzgerald,Paul McKnight,Steven Boyack,David Graham,Jonathon Johansson,,,,,,,,,
Dundee Utd v Rangers 9 May 1998,Dundee Utd,League,Tannadice,Away,9,May,1998,1997 - 98,2-1,Win,H Dallas (Bonkle),14200,Walter Smith,Antti Niemi,Sergio Porrini,Staale Stensaas,Richard Gough,Lorenzo Amoruso,Joachim Bjorklund,Rino Gattuso,Ian Ferguson,Gordon Durie,Jorge Albertz,Brian Laudrup,Stuart McCall,Ally McCoist,,,,,,,,,
Rangers v Hearts 16 May 1998,Hearts,Scottish Cup,Parkhead,Neutral,16,May,1998,1997 - 98,1-2,Win,W Young (Clarkston),48946,Walter Smith,Andy Goram,Sergio Porrini,Staale Stensaas,Richard Gough,Lorenzo Amoruso,Joachim Bjorklund,Rino Gattuso,Ian Ferguson,Gordon Durie,Stuart McCall,Brian Laudrup,Ally McCoist,Ian Durrant,,,,,,,,,
Molde v Rangers 28 June 1998,Molde,Challenge Match,Aker Stadium,Away,28,June,1998,1998 - 99,1-2,Lose,unknown - to be confirmed,1282,Dick Advocaat,Antti Niemi,Sergio Porrini,Staale Stensaas,Gordan Petric,Lorenzo Amoruso,Barry Ferguson,Jonas Thern,David Graham,Jonathon Johansson,Jorge Albertz,Peter Van Vossen,Knut Dorum LilleBakk,Barry Nicholson,Scott Wilson,Tony Vidmar,Rino Gattuso,Kenny Miller,,,,,
Asane IL v Rangers 30 June 1998,Asane IL,Challenge Match,Åsane Idrettspark,Away,30,June,1998,1998 - 99,3-1,Win,Asbjorn Olson,400,Dick Advocaat,Mark Brown,Craig Moore,Tony Vidmar,Scott Wilson,Lorenzo Amoruso,Jorge Albertz,Rino Gattuso,Derek McInnes,Charlie Miller,Ian Ferguson,Peter Van Vossen,Sergio Porrini,Gordan Petric,Staale Stensaas,Barry Ferguson,Barry Nicholson,Jonathon Johansson,Jonas Thern,David Graham,,,
FBK Voss v Rangers 2 July 1998,FBK Voss,Challenge Match,Prestegardsmoen,Away,2,July,1998,1998 - 99,6-0,Win,unknown - to be confirmed,1200,Dick Advocaat,Mark Brown,Sergio Porrini,Tony Vidmar,Gordan Petric,Lorenzo Amoruso,Barry Ferguson,Jonas Thern,Rino Gattuso,Jonathon Johansson,Jorge Albertz,Peter Van Vossen,Craig Moore,Scott Wilson,Staale Stensaas,Charlie Miller,Derek McInnes,Ian Ferguson,David Graham,Barry Nicholson,,,
St Mirren v Rangers 14 July 1998,St Mirren,Challenge Match,Love Street (Paisley),Away,14,July,1998,1998 - 99,2-0,Win,unknown - to be confirmed,5760,Dick Advocaat,Antti Niemi,Sergio Porrini,Tony Vidmar,Gordan Petric,Lorenzo Amoruso,Barry Ferguson,Jonas Thern,Ian Ferguson,Gabriel Amato,Jonathon Johansson,Jorge Albertz,Staale Stensaas,Rino Gattuso,David Graham,Charlie Miller,Barry Nicholson,,,,,,
Falkirk v Rangers 17 July 1998,Falkirk,Challenge Match,Brockville Park,Away,17,July,1998,1998 - 99,2-0,Win,unknown - to be confirmed,5000,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Staale Stensaas,Gordan Petric,Craig Moore,Barry Ferguson,Rino Gattuso,Ian Ferguson,Gabriel Amato,Gordon Durie,Jorge Albertz,Tony Vidmar,Jonas Thern,Charlie Miller,David Graham,Jonathon Johansson,,,,,,
Shelbourne v Rangers 22 July 1998,Shelbourne,UEFA Cup,Prenton Park,Away,22,July,1998,1998 - 99,5-3,Win,V Ghelini (Romania),6047,Dick Advocaat,Antti Niemi,Sergio Porrini,Lorenzo Amoruso,Gordan Petric,Giovanni Van Bronckhorst,Rino Gattuso,Barry Ferguson,Jonas Thern,Jorge Albertz,David Graham,Gordon Durie,Gabriel Amato,Jonathon Johansson,Ian Ferguson,,,,,,,,
Rangers v Shelbourne 29 July 1998,Shelbourne,UEFA Cup,Ibrox Stadium,Home,29,July,1998,1998 - 99,2-0,Win,M Milewski (Poland),46906,Dick Advocaat,Antti Niemi,Sergio Porrini,Arthur Numan,Lorenzo Amoruso,Craig Moore,Giovanni Van Bronckhorst,Andrei Kanchelskis,Barry Ferguson,Gordon Durie,Jonathon Johansson,Jorge Albertz,Gabriel Amato,Rino Gattuso,Ian Ferguson,,,,,,,,
Hearts v Rangers 2 August 1998,Hearts,League,Tynecastle Stadium,Away,2,August,1998,1998 - 99,1-2,Lose,H Dallas (Bonkle),15892,Dick Advocaat,Antti Niemi,Sergio Porrini,Arthur Numan,Giovanni Van Bronckhorst,Gordon Durie,Jorge Albertz,Jonas Thern,Ian Ferguson,Rod Wallace,Rino Gattuso,Craig Moore,Gabriel Amato,Andrei Kanchelskis,,,,,,,,,
Rangers v PAOK Salonika 11 August 1998,PAOK Salonika,UEFA Cup,Ibrox Stadium,Home,11,August,1998,1998 - 99,2-0,Win,Kim Milton Nielsen (Denmark),45000,Dick Advocaat,Antti Niemi,Sergio Porrini,Craig Moore,Lorenzo Amoruso,Arthur Numan,Andrei Kanchelskis,Barry Ferguson,Ian Ferguson,Giovanni Van Bronckhorst,Rod Wallace,Gordon Durie,Jorge Albertz,Rino Gattuso,Gabriel Amato,,,,,,,,
Rangers v Motherwell 15 August 1998,Motherwell,League,Ibrox Stadium,Home,15,August,1998,1998 - 99,2-1,Win,G Simpson (Westhill),49275,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Arthur Numan,Andrei Kanchelskis,Giovanni Van Bronckhorst,Gabriel Amato,Jorge Albertz,Ian Ferguson,Rod Wallace,Colin Hendry,David Graham,Jonathon Johansson,,,,,,,,,
Rangers v Alloa Athletic 18 August 1998,Alloa Athletic,League Cup,Ibrox Stadium,Home,18,August,1998,1998 - 99,4-0,Win,J Rowbotham (Kirkcaldy),37201,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Arthur Numan,Barry Ferguson,Giovanni Van Bronckhorst,Gabriel Amato,Jorge Albertz,Rod Wallace,Rino Gattuso,Colin Hendry,Charlie Miller,Craig Moore,,,,,,,,,
Kilmarnock v Rangers 22 August 1998,Kilmarnock,League,Rugby Park,Away,22,August,1998,1998 - 99,3-1,Win,K Clark (Paisley),17608,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Arthur Numan,Barry Ferguson,Andrei Kanchelskis,Giovanni Van Bronckhorst,Gabriel Amato,Jorge Albertz,Rod Wallace,Craig Moore,Rino Gattuso,Charlie Miller,,,,,,,,,
PAOK Salonika v Rangers 25 August 1998,PAOK Salonika,UEFA Cup,Toumba Stadium (Greece),Away,25,August,1998,1998 - 99,0-0,Draw,M Merk (Germany),36000,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Arthur Numan,Barry Ferguson,Andrei Kanchelskis,Giovanni Van Bronckhorst,Jorge Albertz,Ian Ferguson,Rod Wallace,Craig Moore,Gordan Petric,Rino Gattuso,Gabriel Amato,,,,,,,,
Rangers v St Johnstone 29 August 1998,St Johnstone,League,Ibrox Stadium,Home,29,August,1998,1998 - 99,4-0,Win,H Dallas (Bonkle),48732,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Barry Ferguson,Andrei Kanchelskis,Giovanni Van Bronckhorst,Gabriel Amato,Jorge Albertz,Rod Wallace,Craig Moore,Tony Vidmar,Ian Ferguson,Charlie Miller,Colin Hendry,,,,,,,,
Ayr Utd v Rangers 8 September 1998,Ayr Utd,League Cup,Somerset Park,Away,8,September,1998,1998 - 99,2-0,Win,M McCurry (Glasgow),11198,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Craig Moore,Lorenzo Amoruso,Tony Vidmar,Jonathon Johansson,Barry Ferguson,Giovanni Van Bronckhorst,Rod Wallace,Gabriel Amato,Jorge Albertz,Colin Hendry,Ian Ferguson,Charlie Miller,,,,,,,,
Dundee Utd v Rangers 12 September 1998,Dundee Utd,League,Tannadice,Away,12,September,1998,1998 - 99,0-0,Draw,J Rowbotham (Kirkcaldy),12788,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Tony Vidmar,Lorenzo Amoruso,Craig Moore,Barry Ferguson,Andrei Kanchelskis,Ian Ferguson,Gabriel Amato,Rod Wallace,Giovanni Van Bronckhorst,Charlie Miller,,,,,,,,,,
Beitar Jerusalem v Rangers 15 September 1998,Beitar Jerusalem,UEFA Cup,Teddy Stadium (Israel),Away,15,September,1998,1998 - 99,1-1,Draw,B Souse (France),14000,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Barry Ferguson,Andrei Kanchelskis,Giovanni Van Bronckhorst,Ian Ferguson,Rod Wallace,Craig Moore,Jonathon Johansson,Tony Vidmar,Jorge Albertz,Staale Stensaas,,,,,,,,,
Rangers v Celtic 20 September 1998,Celtic,League,Ibrox Stadium,Home,20,September,1998,1998 - 99,0-0,Draw,S Dougal (Burnside),50026,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Barry Ferguson,Andrei Kanchelskis,Giovanni Van Bronckhorst,Gabriel Amato,Jorge Albertz,Rod Wallace,Craig Moore,Colin Hendry,David Graham,Charlie Miller,,,,,,,,,
Aberdeen v Rangers 23 September 1998,Aberdeen,League,Pittodrie,Away,23,September,1998,1998 - 99,1-1,Draw,W Young (Clarkston),17862,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Barry Ferguson,Giovanni Van Bronckhorst,Gabriel Amato,Jorge Albertz,Rod Wallace,Craig Moore,Tony Vidmar,Charlie Miller,Rino Gattuso,Jonathon Johansson,Ian Ferguson,,,,,,,,
Dunfermline Athletic v Rangers 26 September 1998,Dunfermline Athletic,League,East End Park,Away,26,September,1998,1998 - 99,2-0,Win,G Simpson (Westhill),11507,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Barry Ferguson,Giovanni Van Bronckhorst,Jorge Albertz,Rod Wallace,Rino Gattuso,Craig Moore,Jonathon Johansson,Tony Vidmar,Ian Ferguson,,,,,,,,,,
Rangers v Beitar Jerusalem 1 October 1998,Beitar Jerusalem,UEFA Cup,Ibrox Stadium,Home,1,October,1998,1998 - 99,4-2,Win,F Khussainov (Russia),45610,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Craig Moore,Lorenzo Amoruso,Tony Vidmar,Rino Gattuso,Barry Ferguson,Giovanni Van Bronckhorst,Jorge Albertz,Rod Wallace,Jonathon Johansson,Colin Hendry,Charlie Miller,,,,,,,,,
Rangers v Dundee 4 October 1998,Dundee,League,Ibrox Stadium,Home,4,October,1998,1998 - 99,1-0,Win,K Clark (Paisley),48348,Dick Advocaat,Lionel Charbonnier,Sergio Porrini,Lorenzo Amoruso,Barry Ferguson,Giovanni Van Bronckhorst,Jorge Albertz,Rod Wallace,Rino Gattuso,Jonathon Johansson,Tony Vidmar,Colin Hendry,Ian Ferguson,Charlie Miller,Seb Rozental,,,,,,,,
